t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339455.906196,6286,1168310546,13,-234,3137,2769,1168326152
1762339455.906196,6286,1168310546,14,-216,3140,2775,1168327352
1762339455.906196,6286,1168310546,15,-216,3138,2768,1168328553
1762339455.906196,6286,1168310546,16,-229,3127,2773,1168329753
1762339455.906196,6286,1168310546,17,-226,3143,2768,1168330954
1762339455.906196,6286,1168310546,18,-221,3150,2766,1168332154
1762339455.906196,6286,1168310546,19,-218,3155,2759,1168333355
1762339455.906768,6287,1168349609,0,-216,3146,2750,1168349609
1762339455.906768,6287,1168349609,1,-217,3159,2742,1168350809
1762339455.906768,6287,1168349609,2,-222,3154,2748,1168352009
1762339455.906768,6287,1168349609,3,-231,3143,2764,1168353210
1762339455.906768,6287,1168349609,4,-228,3145,2780,1168354410
1762339455.906768,6287,1168349609,5,-231,3160,2763,1168355611
1762339455.906768,6287,1168349609,6,-222,3140,2763,1168356811
1762339455.906768,6287,1168349609,7,-239,3145,2760,1168358012
1762339455.906768,6287,1168349609,8,-220,3145,2776,1168359212
1762339455.906768,6287,1168349609,9,-221,3136,2780,1168360413
1762339455.906768,6287,1168349609,10,-238,3145,2785,1168361613
1762339455.906768,6287,1168349609,11,-237,3142,2772,1168362814
1762339455.906768,6287,1168349609,12,-216,3150,2764,1168364014
1762339455.906768,6287,1168349609,13,-221,3139,2758,1168365215
1762339455.906768,6287,1168349609,14,-235,3157,2765,1168366415
1762339455.906768,6287,1168349609,15,-222,3149,2764,1168367616
1762339455.906768,6287,1168349609,16,-211,3144,2764,1168368816
1762339455.906768,6287,1168349609,17,-220,3140,2780,1168370017
1762339455.906768,6287,1168349609,18,-223,3155,2762,1168371217
1762339455.906768,6287,1168349609,19,-225,3149,2758,1168372418
1762339459.049057,6288,1168388671,0,-232,3134,2754,1168388671
1762339459.049057,6288,1168388671,1,-225,3149,2754,1168389871
1762339459.049057,6288,1168388671,2,-232,3139,2767,1168391071
1762339459.049057,6288,1168388671,3,-237,3146,2768,1168392272
1762339459.049057,6288,1168388671,4,-235,3126,2766,1168393472
1762339459.049057,6288,1168388671,5,-231,3159,2756,1168394673
1762339459.049057,6288,1168388671,6,-226,3148,2770,1168395873
1762339459.049057,6288,1168388671,7,-234,3151,2774,1168397074
1762339459.049057,6288,1168388671,8,-230,3158,2767,1168398274
1762339459.049057,6288,1168388671,9,-229,3145,2779,1168399475
1762339459.049057,6288,1168388671,10,-230,3143,2771,1168400675
1762339459.049057,6288,1168388671,11,-222,3140,2783,1168401876
1762339459.049057,6288,1168388671,12,-227,3151,2762,1168403076
1762339459.049057,6288,1168388671,13,-219,3143,2757,1168404277
1762339459.049057,6288,1168388671,14,-227,3153,2772,1168405477
1762339459.049057,6288,1168388671,15,-219,3149,2776,1168406678
1762339459.049057,6288,1168388671,16,-225,3148,2776,1168407878
1762339459.049057,6288,1168388671,17,-218,3133,2781,1168409079
1762339459.049057,6288,1168388671,18,-222,3138,2782,1168410279
1762339459.049057,6288,1168388671,19,-224,3141,2768,1168411480
1762339459.049580,6289,1168427734,0,-231,3147,2766,1168427734
1762339459.049580,6289,1168427734,1,-209,3144,2778,1168428934
1762339459.049580,6289,1168427734,2,-219,3146,2771,1168430134
1762339459.049580,6289,1168427734,3,-219,3162,2767,1168431335
1762339459.049580,6289,1168427734,4,-229,3156,2779,1168432535
1762339459.049580,6289,1168427734,5,-218,3149,2755,1168433736
1762339459.049580,6289,1168427734,6,-231,3160,2766,1168434936
1762339459.049580,6289,1168427734,7,-230,3160,2781,1168436137
1762339459.049580,6289,1168427734,8,-224,3145,2763,1168437337
1762339459.049580,6289,1168427734,9,-225,3138,2756,1168438538
1762339459.049580,6289,1168427734,10,-234,3146,2768,1168439738
1762339459.049580,6289,1168427734,11,-233,3154,2763,1168440939
1762339459.049580,6289,1168427734,12,-207,3159,2765,1168442139
1762339459.049580,6289,1168427734,13,-231,3153,2759,1168443340
1762339459.049580,6289,1168427734,14,-222,3150,2775,1168444540
1762339459.049580,6289,1168427734,15,-229,3158,2766,1168445741
1762339459.049580,6289,1168427734,16,-231,3163,2743,1168446941
1762339459.049580,6289,1168427734,17,-231,3155,2758,1168448142
1762339459.049580,6289,1168427734,18,-222,3134,2765,1168449342
1762339459.049580,6289,1168427734,19,-232,3133,2762,1168450543
1762339459.049904,6290,1168466796,0,-220,3146,2766,1168466796
1762339459.049904,6290,1168466796,1,-229,3150,2778,1168467996
1762339459.049904,6290,1168466796,2,-228,3143,2761,1168469196
1762339459.049904,6290,1168466796,3,-219,3142,2770,1168470397
1762339459.049904,6290,1168466796,4,-224,3150,2758,1168471597
1762339459.049904,6290,1168466796,5,-229,3144,2777,1168472798
1762339459.049904,6290,1168466796,6,-224,3137,2758,1168473998
1762339459.049904,6290,1168466796,7,-207,3147,2791,1168475199
1762339459.049904,6290,1168466796,8,-212,3146,2763,1168476399
1762339459.049904,6290,1168466796,9,-225,3141,2765,1168477600
1762339459.049904,6290,1168466796,10,-228,3147,2761,1168478800
1762339459.049904,6290,1168466796,11,-222,3147,2760,1168480001
1762339459.049904,6290,1168466796,12,-233,3140,2752,1168481201
1762339459.049904,6290,1168466796,13,-218,3130,2758,1168482402
1762339459.049904,6290,1168466796,14,-222,3140,2771,1168483602
1762339459.049904,6290,1168466796,15,-234,3142,2781,1168484803
1762339459.049904,6290,1168466796,16,-234,3154,2769,1168486003
1762339459.049904,6290,1168466796,17,-220,3126,2757,1168487204
1762339459.049904,6290,1168466796,18,-215,3134,2780,1168488404
1762339459.049904,6290,1168466796,19,-225,3135,2750,1168489605
1762339459.050191,6291,1168505859,0,-222,3152,2770,1168505859
1762339459.050191,6291,1168505859,1,-223,3154,2767,1168507059
1762339459.050191,6291,1168505859,2,-230,3144,2775,1168508259
1762339459.050191,6291,1168505859,3,-220,3158,2762,1168509460
1762339459.050191,6291,1168505859,4,-230,3151,2765,1168510660
1762339459.050191,6291,1168505859,5,-215,3139,2772,1168511861
1762339459.050191,6291,1168505859,6,-233,3144,2768,1168513061
1762339459.050191,6291,1168505859,7,-232,3152,2780,1168514262
1762339459.050191,6291,1168505859,8,-226,3151,2768,1168515462
1762339459.050191,6291,1168505859,9,-229,3146,2760,1168516663
1762339459.050191,6291,1168505859,10,-219,3145,2781,1168517863
1762339459.050191,6291,1168505859,11,-228,3150,2767,1168519064
1762339459.050191,6291,1168505859,12,-216,3149,2777,1168520264
1762339459.050191,6291,1168505859,13,-223,3142,2782,1168521465
1762339459.050191,6291,1168505859,14,-227,3155,2766,1168522665
1762339459.050191,6291,1168505859,15,-217,3149,2767,1168523866
1762339459.050191,6291,1168505859,16,-218,3134,2765,1168525066
1762339459.050191,6291,1168505859,17,-222,3143,2762,1168526267
1762339459.050191,6291,1168505859,18,-234,3141,2749,1168527467
1762339459.050191,6291,1168505859,19,-228,3147,2756,1168528668
1762339459.050448,6292,1168544921,0,-220,3132,2776,1168544921
1762339459.050448,6292,1168544921,1,-232,3150,2763,1168546121
1762339459.050448,6292,1168544921,2,-215,3149,2764,1168547321
1762339459.050448,6292,1168544921,3,-223,3147,2776,1168548522
1762339459.050448,6292,1168544921,4,-223,3153,2766,1168549722
1762339459.050448,6292,1168544921,5,-227,3141,2758,1168550923
1762339459.050448,6292,1168544921,6,-223,3150,2774,1168552123
1762339459.050448,6292,1168544921,7,-233,3147,2769,1168553324
1762339459.050448,6292,1168544921,8,-217,3142,2767,1168554524
1762339459.050448,6292,1168544921,9,-231,3131,2776,1168555725
1762339459.050448,6292,1168544921,10,-224,3147,2759,1168556925
1762339459.050448,6292,1168544921,11,-227,3147,2766,1168558126
1762339459.050448,6292,1168544921,12,-230,3144,2757,1168559326
1762339459.050448,6292,1168544921,13,-216,3138,2768,1168560527
1762339459.050448,6292,1168544921,14,-227,3158,2767,1168561727
1762339459.050448,6292,1168544921,15,-227,3137,2772,1168562928
1762339459.050448,6292,1168544921,16,-216,3152,2769,1168564128
1762339459.050448,6292,1168544921,17,-225,3150,2758,1168565329
1762339459.050448,6292,1168544921,18,-220,3152,2759,1168566529
1762339459.050448,6292,1168544921,19,-225,3150,2766,1168567730
1762339459.050921,6293,1168583984,0,-234,3148,2768,1168583984
1762339459.050921,6293,1168583984,1,-220,3136,2769,1168585184
1762339459.050921,6293,1168583984,2,-234,3142,2777,1168586384
1762339459.050921,6293,1168583984,3,-224,3155,2771,1168587585
1762339459.050921,6293,1168583984,4,-222,3133,2774,1168588785
1762339459.050921,6293,1168583984,5,-213,3145,2769,1168589986
1762339459.050921,6293,1168583984,6,-211,3146,2757,1168591186
1762339459.050921,6293,1168583984,7,-228,3150,2768,1168592387
1762339459.050921,6293,1168583984,8,-230,3155,2764,1168593587
1762339459.050921,6293,1168583984,9,-220,3150,2768,1168594788
1762339459.050921,6293,1168583984,10,-221,3146,2763,1168595988
1762339459.050921,6293,1168583984,11,-223,3145,2770,1168597189
1762339459.050921,6293,1168583984,12,-227,3155,2762,1168598389
1762339459.050921,6293,1168583984,13,-223,3144,2763,1168599590
1762339459.050921,6293,1168583984,14,-236,3160,2756,1168600790
1762339459.050921,6293,1168583984,15,-224,3148,2762,1168601991
1762339459.050921,6293,1168583984,16,-238,3141,2768,1168603191
1762339459.050921,6293,1168583984,17,-229,3149,2761,1168604392
1762339459.050921,6293,1168583984,18,-222,3153,2757,1168605592
1762339459.050921,6293,1168583984,19,-244,3147,2758,1168606793
1762339459.051377,6294,1168623046,0,-220,3154,2764,1168623046
1762339459.051377,6294,1168623046,1,-217,3154,2759,1168624246
1762339459.051377,6294,1168623046,2,-227,3142,2764,1168625446
1762339459.051377,6294,1168623046,3,-234,3153,2782,1168626647
1762339459.051377,6294,1168623046,4,-223,3138,2755,1168627847
1762339459.051377,6294,1168623046,5,-238,3146,2779,1168629048
1762339459.051377,6294,1168623046,6,-224,3149,2761,1168630248
1762339459.051377,6294,1168623046,7,-219,3138,2752,1168631449
1762339459.051377,6294,1168623046,8,-226,3152,2759,1168632649
1762339459.051377,6294,1168623046,9,-218,3145,2764,1168633850
1762339459.051377,6294,1168623046,10,-222,3144,2769,1168635050
1762339459.051377,6294,1168623046,11,-223,3141,2768,1168636251
1762339459.051377,6294,1168623046,12,-223,3146,2772,1168637451
1762339459.051377,6294,1168623046,13,-241,3146,2778,1168638652
1762339459.051377,6294,1168623046,14,-230,3128,2769,1168639852
1762339459.051377,6294,1168623046,15,-226,3139,2753,1168641053
1762339459.051377,6294,1168623046,16,-233,3130,2765,1168642253
1762339459.051377,6294,1168623046,17,-210,3148,2755,1168643454
1762339459.051377,6294,1168623046,18,-230,3143,2759,1168644654
1762339459.051377,6294,1168623046,19,-234,3144,2767,1168645855
1762339459.051740,6295,1168662109,0,-241,3152,2759,1168662109
1762339459.051740,6295,1168662109,1,-225,3142,2755,1168663309
1762339459.051740,6295,1168662109,2,-229,3143,2756,1168664509
1762339459.051740,6295,1168662109,3,-227,3140,2767,1168665710
1762339459.051740,6295,1168662109,4,-225,3137,2755,1168666910
1762339459.051740,6295,1168662109,5,-238,3151,2761,1168668111
1762339459.051740,6295,1168662109,6,-223,3148,2751,1168669311
1762339459.051740,6295,1168662109,7,-223,3143,2769,1168670512
1762339459.051740,6295,1168662109,8,-230,3141,2769,1168671712
1762339459.051740,6295,1168662109,9,-229,3156,2759,1168672913
1762339459.051740,6295,1168662109,10,-222,3130,2763,1168674113
1762339459.051740,6295,1168662109,11,-214,3140,2758,1168675314
1762339459.051740,6295,1168662109,12,-234,3153,2755,1168676514
1762339459.051740,6295,1168662109,13,-216,3130,2761,1168677715
1762339459.051740,6295,1168662109,14,-221,3158,2770,1168678915
1762339459.051740,6295,1168662109,15,-213,3138,2764,1168680116
1762339459.051740,6295,1168662109,16,-239,3137,2761,1168681316
1762339459.051740,6295,1168662109,17,-227,3144,2768,1168682517
1762339459.051740,6295,1168662109,18,-207,3139,2756,1168683717
1762339459.051740,6295,1168662109,19,-211,3155,2780,1168684918
1762339459.052017,6296,1168701171,0,-223,3146,2773,1168701171
1762339459.052017,6296,1168701171,1,-228,3160,2772,1168702371
1762339459.052017,6296,1168701171,2,-221,3147,2755,1168703571
1762339459.052017,6296,1168701171,3,-223,3144,2782,1168704772
1762339459.052017,6296,1168701171,4,-226,3138,2760,1168705972
1762339459.052017,6296,1168701171,5,-209,3139,2775,1168707173
1762339459.052017,6296,1168701171,6,-223,3150,2755,1168708373
1762339459.052017,6296,1168701171,7,-218,3146,2766,1168709574
1762339459.052017,6296,1168701171,8,-218,3152,2771,1168710774
1762339459.052017,6296,1168701171,9,-228,3149,2765,1168711975
1762339459.052017,6296,1168701171,10,-223,3138,2769,1168713175
1762339459.052017,6296,1168701171,11,-227,3151,2758,1168714376
1762339459.052017,6296,1168701171,12,-237,3142,2776,1168715576
1762339459.052017,6296,1168701171,13,-224,3143,2778,1168716777
1762339459.052017,6296,1168701171,14,-213,3141,2770,1168717977
1762339459.052017,6296,1168701171,15,-217,3151,2758,1168719178
1762339459.052017,6296,1168701171,16,-221,3163,2773,1168720378
1762339459.052017,6296,1168701171,17,-230,3146,2777,1168721579
1762339459.052017,6296,1168701171,18,-225,3146,2753,1168722779
1762339459.052017,6296,1168701171,19,-237,3142,2768,1168723980
1762339459.052306,6297,1168740234,0,-226,3144,2775,1168740234
1762339459.052306,6297,1168740234,1,-219,3136,2759,1168741434
1762339459.052306,6297,1168740234,2,-222,3140,2760,1168742634
1762339459.052306,6297,1168740234,3,-235,3136,2763,1168743835
1762339459.052306,6297,1168740234,4,-229,3145,2758,1168745035
1762339459.052306,6297,1168740234,5,-230,3139,2762,1168746236
1762339459.052306,6297,1168740234,6,-226,3148,2767,1168747436
1762339459.052306,6297,1168740234,7,-222,3142,2748,1168748637
1762339459.052306,6297,1168740234,8,-218,3138,2748,1168749837
1762339459.052306,6297,1168740234,9,-223,3146,2764,1168751038
1762339459.052306,6297,1168740234,10,-227,3151,2764,1168752238
1762339459.052306,6297,1168740234,11,-223,3150,2763,1168753439
1762339459.052306,6297,1168740234,12,-221,3152,2770,1168754639
1762339459.052306,6297,1168740234,13,-222,3140,2781,1168755840
1762339459.052306,6297,1168740234,14,-233,3142,2761,1168757040
1762339459.052306,6297,1168740234,15,-230,3148,2780,1168758241
1762339459.052306,6297,1168740234,16,-235,3154,2767,1168759441
1762339459.052306,6297,1168740234,17,-220,3150,2768,1168760642
1762339459.052306,6297,1168740234,18,-238,3151,2759,1168761842
1762339459.052306,6297,1168740234,19,-227,3158,2768,1168763043
1762339459.052587,6298,1168779296,0,-231,3149,2764,1168779296
1762339459.052587,6298,1168779296,1,-214,3160,2763,1168780496
1762339459.052587,6298,1168779296,2,-220,3150,2758,1168781696
1762339459.052587,6298,1168779296,3,-237,3140,2764,1168782897
1762339459.052587,6298,1168779296,4,-227,3153,2760,1168784097
1762339459.052587,6298,1168779296,5,-223,3154,2755,1168785298
1762339459.052587,6298,1168779296,6,-240,3151,2753,1168786498
1762339459.052587,6298,1168779296,7,-225,3147,2748,1168787699
1762339459.052587,6298,1168779296,8,-209,3151,2767,1168788899
1762339459.052587,6298,1168779296,9,-230,3156,2762,1168790100
1762339459.052587,6298,1168779296,10,-235,3150,2756,1168791300
1762339459.052587,6298,1168779296,11,-234,3152,2764,1168792501
1762339459.052587,6298,1168779296,12,-222,3151,2764,1168793701
1762339459.052587,6298,1168779296,13,-228,3145,2772,1168794902
1762339459.052587,6298,1168779296,14,-222,3164,2754,1168796102
1762339459.052587,6298,1168779296,15,-217,3152,2762,1168797303
1762339459.052587,6298,1168779296,16,-233,3148,2774,1168798503
1762339459.052587,6298,1168779296,17,-224,3148,2783,1168799704
1762339459.052587,6298,1168779296,18,-216,3149,2792,1168800904
1762339459.052587,6298,1168779296,19,-228,3155,2772,1168802105
1762339459.052896,6299,1168818359,0,-231,3150,2774,1168818359
1762339459.052896,6299,1168818359,1,-226,3140,2774,1168819559
1762339459.052896,6299,1168818359,2,-223,3145,2754,1168820759
1762339459.052896,6299,1168818359,3,-225,3147,2766,1168821960
1762339459.052896,6299,1168818359,4,-222,3147,2751,1168823160
1762339459.052896,6299,1168818359,5,-231,3144,2769,1168824361
1762339459.052896,6299,1168818359,6,-214,3159,2771,1168825561
1762339459.052896,6299,1168818359,7,-232,3157,2750,1168826762
1762339459.052896,6299,1168818359,8,-221,3162,2754,1168827962
1762339459.052896,6299,1168818359,9,-225,3160,2756,1168829163
1762339459.052896,6299,1168818359,10,-224,3157,2769,1168830363
1762339459.052896,6299,1168818359,11,-221,3149,2765,1168831564
1762339459.052896,6299,1168818359,12,-221,3164,2782,1168832764
1762339459.052896,6299,1168818359,13,-222,3145,2770,1168833965
1762339459.052896,6299,1168818359,14,-229,3159,2776,1168835165
1762339459.052896,6299,1168818359,15,-219,3158,2768,1168836366
1762339459.052896,6299,1168818359,16,-233,3143,2772,1168837566
1762339459.052896,6299,1168818359,17,-226,3158,2762,1168838767
1762339459.052896,6299,1168818359,18,-215,3157,2751,1168839967
1762339459.052896,6299,1168818359,19,-226,3145,2765,1168841168
1762339459.053180,6300,1168857421,0,-226,3145,2770,1168857421
1762339459.053180,6300,1168857421,1,-223,3151,2763,1168858621
1762339459.053180,6300,1168857421,2,-222,3144,2752,1168859821
1762339459.053180,6300,1168857421,3,-220,3141,2753,1168861022
1762339459.053180,6300,1168857421,4,-234,3124,2742,1168862222
1762339459.053180,6300,1168857421,5,-229,3144,2762,1168863423
1762339459.053180,6300,1168857421,6,-223,3135,2754,1168864623
1762339459.053180,6300,1168857421,7,-222,3143,2768,1168865824
1762339459.053180,6300,1168857421,8,-224,3140,2755,1168867024
1762339459.053180,6300,1168857421,9,-217,3134,2767,1168868225
1762339459.053180,6300,1168857421,10,-220,3135,2771,1168869425
1762339459.053180,6300,1168857421,11,-217,3128,2765,1168870626
1762339459.053180,6300,1168857421,12,-225,3144,2768,1168871826
1762339459.053180,6300,1168857421,13,-226,3121,2776,1168873027
1762339459.053180,6300,1168857421,14,-232,3138,2764,1168874227
1762339459.053180,6300,1168857421,15,-228,3129,2745,1168875428
1762339459.053180,6300,1168857421,16,-227,3145,2757,1168876628
1762339459.053180,6300,1168857421,17,-235,3151,2769,1168877829
1762339459.053180,6300,1168857421,18,-227,3156,2745,1168879029
1762339459.053180,6300,1168857421,19,-222,3139,2758,1168880230
1762339459.053453,6301,1168896484,0,-232,3144,2749,1168896484
1762339459.053453,6301,1168896484,1,-224,3138,2765,1168897684
1762339459.053453,6301,1168896484,2,-224,3141,2756,1168898884
1762339459.053453,6301,1168896484,3,-220,3146,2757,1168900085
1762339459.053453,6301,1168896484,4,-234,3149,2762,1168901285
1762339459.053453,6301,1168896484,5,-237,3145,2762,1168902486
1762339459.053453,6301,1168896484,6,-231,3150,2750,1168903686
1762339459.053453,6301,1168896484,7,-228,3141,2774,1168904887
1762339459.053453,6301,1168896484,8,-227,3150,2779,1168906087
1762339459.053453,6301,1168896484,9,-223,3152,2770,1168907288
1762339459.053453,6301,1168896484,10,-223,3145,2790,1168908488
1762339459.053453,6301,1168896484,11,-244,3148,2764,1168909689
1762339459.053453,6301,1168896484,12,-232,3154,2761,1168910889
1762339459.053453,6301,1168896484,13,-220,3148,2781,1168912090
1762339459.053453,6301,1168896484,14,-220,3152,2757,1168913290
1762339459.053453,6301,1168896484,15,-232,3158,2765,1168914491
1762339459.053453,6301,1168896484,16,-222,3155,2763,1168915691
1762339459.053453,6301,1168896484,17,-221,3144,2758,1168916892
1762339459.053453,6301,1168896484,18,-221,3152,2740,1168918092
1762339459.053453,6301,1168896484,19,-232,3146,2756,1168919293
1762339459.053801,6302,1168935546,0,-231,3145,2751,1168935546
1762339459.053801,6302,1168935546,1,-232,3148,2751,1168936746
1762339459.053801,6302,1168935546,2,-219,3149,2755,1168937946
1762339459.053801,6302,1168935546,3,-205,3143,2750,1168939147
1762339459.053801,6302,1168935546,4,-232,3149,2760,1168940347
1762339459.053801,6302,1168935546,5,-212,3145,2751,1168941548
1762339459.053801,6302,1168935546,6,-227,3156,2770,1168942748
1762339459.053801,6302,1168935546,7,-218,3146,2774,1168943949
1762339459.053801,6302,1168935546,8,-226,3157,2750,1168945149
1762339459.053801,6302,1168935546,9,-213,3149,2757,1168946350
1762339459.053801,6302,1168935546,10,-228,3146,2762,1168947550
1762339459.053801,6302,1168935546,11,-225,3152,2757,1168948751
1762339459.053801,6302,1168935546,12,-231,3140,2756,1168949951
1762339459.053801,6302,1168935546,13,-214,3142,2757,1168951152
1762339459.053801,6302,1168935546,14,-230,3146,2756,1168952352
1762339459.053801,6302,1168935546,15,-221,3131,2774,1168953553
1762339459.053801,6302,1168935546,16,-223,3143,2760,1168954753
1762339459.053801,6302,1168935546,17,-223,3137,2750,1168955954
1762339459.053801,6302,1168935546,18,-230,3145,2751,1168957154
1762339459.053801,6302,1168935546,19,-222,3148,2766,1168958355
1762339459.054085,6303,1168974609,0,-211,3152,2761,1168974609
1762339459.054085,6303,1168974609,1,-226,3137,2766,1168975809
1762339459.054085,6303,1168974609,2,-229,3140,2767,1168977009
1762339459.054085,6303,1168974609,3,-226,3143,2773,1168978210
1762339459.054085,6303,1168974609,4,-236,3143,2778,1168979410
1762339459.054085,6303,1168974609,5,-234,3138,2772,1168980611
1762339459.054085,6303,1168974609,6,-231,3142,2765,1168981811
1762339459.054085,6303,1168974609,7,-224,3147,2762,1168983012
1762339459.054085,6303,1168974609,8,-223,3150,2759,1168984212
1762339459.054085,6303,1168974609,9,-211,3154,2769,1168985413
1762339459.054085,6303,1168974609,10,-232,3152,2767,1168986613
1762339459.054085,6303,1168974609,11,-226,3142,2757,1168987814
1762339459.054085,6303,1168974609,12,-223,3152,2787,1168989014
1762339459.054085,6303,1168974609,13,-228,3149,2770,1168990215
1762339459.054085,6303,1168974609,14,-221,3145,2769,1168991415
1762339459.054085,6303,1168974609,15,-231,3142,2762,1168992616
1762339459.054085,6303,1168974609,16,-223,3159,2750,1168993816
1762339459.054085,6303,1168974609,17,-206,3158,2776,1168995017
1762339459.054085,6303,1168974609,18,-229,3149,2758,1168996217
1762339459.054085,6303,1168974609,19,-214,3148,2771,1168997418
1762339459.054359,6304,1169013671,0,-220,3139,2746,1169013671
1762339459.054359,6304,1169013671,1,-226,3151,2767,1169014871
1762339459.054359,6304,1169013671,2,-231,3152,2749,1169016071
1762339459.054359,6304,1169013671,3,-216,3143,2759,1169017272
1762339459.054359,6304,1169013671,4,-218,3138,2756,1169018472
1762339459.054359,6304,1169013671,5,-217,3157,2755,1169019673
1762339459.054359,6304,1169013671,6,-225,3142,2773,1169020873
1762339459.054359,6304,1169013671,7,-214,3145,2771,1169022074
1762339459.054359,6304,1169013671,8,-220,3138,2766,1169023274
1762339459.054359,6304,1169013671,9,-231,3142,2773,1169024475
1762339459.054359,6304,1169013671,10,-225,3151,2754,1169025675
1762339459.054359,6304,1169013671,11,-233,3157,2752,1169026876
1762339459.054359,6304,1169013671,12,-212,3143,2780,1169028076
1762339459.054359,6304,1169013671,13,-225,3150,2755,1169029277
1762339459.054359,6304,1169013671,14,-222,3150,2755,1169030477
1762339459.054359,6304,1169013671,15,-229,3158,2759,1169031678
1762339459.054359,6304,1169013671,16,-232,3156,2765,1169032878
1762339459.054359,6304,1169013671,17,-214,3137,2762,1169034079
1762339459.054359,6304,1169013671,18,-230,3152,2757,1169035279
1762339459.054359,6304,1169013671,19,-229,3150,2742,1169036480
1762339459.054620,6305,1169052734,0,-237,3138,2773,1169052734
1762339459.054620,6305,1169052734,1,-233,3157,2771,1169053934
1762339459.054620,6305,1169052734,2,-220,3146,2757,1169055134
1762339459.054620,6305,1169052734,3,-229,3154,2771,1169056335
1762339459.054620,6305,1169052734,4,-216,3149,2766,1169057535
1762339459.054620,6305,1169052734,5,-220,3145,2787,1169058736
1762339459.054620,6305,1169052734,6,-226,3143,2775,1169059936
1762339459.054620,6305,1169052734,7,-221,3155,2769,1169061137
1762339459.054620,6305,1169052734,8,-222,3156,2762,1169062337
1762339459.054620,6305,1169052734,9,-239,3150,2758,1169063538
1762339459.054620,6305,1169052734,10,-223,3155,2757,1169064738
1762339459.054620,6305,1169052734,11,-232,3152,2773,1169065939
1762339459.054620,6305,1169052734,12,-230,3144,2757,1169067139
1762339459.054620,6305,1169052734,13,-215,3142,2767,1169068340
1762339459.054620,6305,1169052734,14,-224,3136,2770,1169069540
1762339459.054620,6305,1169052734,15,-229,3156,2766,1169070741
1762339459.054620,6305,1169052734,16,-234,3142,2777,1169071941
1762339459.054620,6305,1169052734,17,-225,3137,2768,1169073142
1762339459.054620,6305,1169052734,18,-206,3138,2742,1169074342
1762339459.054620,6305,1169052734,19,-222,3137,2750,1169075543
1762339459.054890,6306,1169091796,0,-216,3146,2760,1169091796
1762339459.054890,6306,1169091796,1,-215,3149,2749,1169092996
1762339459.054890,6306,1169091796,2,-227,3145,2748,1169094196
1762339459.054890,6306,1169091796,3,-231,3144,2758,1169095397
1762339459.054890,6306,1169091796,4,-213,3129,2756,1169096597
1762339459.054890,6306,1169091796,5,-228,3149,2759,1169097798
1762339459.054890,6306,1169091796,6,-211,3143,2771,1169098998
1762339459.054890,6306,1169091796,7,-231,3144,2750,1169100199
1762339459.054890,6306,1169091796,8,-218,3145,2749,1169101399
1762339459.054890,6306,1169091796,9,-214,3150,2774,1169102600
1762339459.054890,6306,1169091796,10,-208,3157,2774,1169103800
1762339459.054890,6306,1169091796,11,-227,3150,2752,1169105001
1762339459.054890,6306,1169091796,12,-213,3158,2785,1169106201
1762339459.054890,6306,1169091796,13,-227,3147,2763,1169107402
1762339459.054890,6306,1169091796,14,-212,3143,2764,1169108602
1762339459.054890,6306,1169091796,15,-223,3141,2751,1169109803
1762339459.054890,6306,1169091796,16,-227,3144,2774,1169111003
1762339459.054890,6306,1169091796,17,-235,3150,2758,1169112204
1762339459.054890,6306,1169091796,18,-229,3142,2744,1169113404
1762339459.054890,6306,1169091796,19,-218,3145,2753,1169114605
1762339459.055146,6307,1169130859,0,-215,3155,2771,1169130859
1762339459.055146,6307,1169130859,1,-228,3150,2765,1169132059
1762339459.055146,6307,1169130859,2,-224,3155,2764,1169133259
1762339459.055146,6307,1169130859,3,-226,3143,2774,1169134460
1762339459.055146,6307,1169130859,4,-225,3154,2760,1169135660
1762339459.055146,6307,1169130859,5,-236,3144,2765,1169136861
1762339459.055146,6307,1169130859,6,-238,3146,2758,1169138061
1762339459.055146,6307,1169130859,7,-231,3151,2761,1169139262
1762339459.055146,6307,1169130859,8,-229,3159,2759,1169140462
1762339459.055146,6307,1169130859,9,-233,3154,2761,1169141663
1762339459.055146,6307,1169130859,10,-229,3154,2764,1169142863
1762339459.055146,6307,1169130859,11,-218,3143,2763,1169144064
1762339459.055146,6307,1169130859,12,-236,3131,2763,1169145264
1762339459.055146,6307,1169130859,13,-230,3153,2764,1169146465
1762339459.055146,6307,1169130859,14,-223,3150,2767,1169147665
1762339459.055146,6307,1169130859,15,-224,3145,2755,1169148866
1762339459.055146,6307,1169130859,16,-228,3134,2747,1169150066
1762339459.055146,6307,1169130859,17,-223,3140,2745,1169151267
1762339459.055146,6307,1169130859,18,-225,3147,2742,1169152467
1762339459.055146,6307,1169130859,19,-229,3139,2761,1169153668
1762339459.055413,6308,1169169921,0,-219,3138,2749,1169169921
1762339459.055413,6308,1169169921,1,-226,3150,2756,1169171121
1762339459.055413,6308,1169169921,2,-224,3143,2762,1169172321
1762339459.055413,6308,1169169921,3,-223,3150,2773,1169173522
1762339459.055413,6308,1169169921,4,-221,3127,2765,1169174722
1762339459.055413,6308,1169169921,5,-223,3161,2774,1169175923
1762339459.055413,6308,1169169921,6,-221,3146,2771,1169177123
1762339459.055413,6308,1169169921,7,-241,3155,2770,1169178324
1762339459.055413,6308,1169169921,8,-220,3154,2776,1169179524
